label,zip_member,local_path,sha256
authentic,CASIA2/Au/Au_ani_20017.jpg,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\casia_same_domain_100\authentic\authentic_19.jpg,2286c56ce6e56d817172c15dbcbd76e31da45919d9fb5f1d2c5f276e448cf926
authentic,CASIA2/Au/Au_ani_30470.jpg,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\casia_same_domain_100\authentic\authentic_20.jpg,ef26ceee374cfd0ef2a820ca5c159cf2d778304dab7027e5a61143f3bbac960e
authentic,CASIA2/Au/Au_arc_30466.jpg,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\casia_same_domain_100\authentic\authentic_21.jpg,acececca493173b7084282bf628278916eab5ec9e4149d95c59699f7d59cf584
authentic,CASIA2/Au/Au_arc_30580.jpg,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\casia_same_domain_100\authentic\authentic_22.jpg,2ff60dcb1016d2f7bd828b27f039850993f2db02de2f2b694697f1d45da7f78c
authentic,CASIA2/Au/Au_ind_00078.jpg,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\casia_same_domain_100\authentic\authentic_23.jpg,ad3022cda5a1f07028d6b9cf147964d3753f098d303570e406bb619657c37d52
authentic,CASIA2/Au/Au_nat_30252.jpg,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\casia_same_domain_100\authentic\authentic_24.jpg,905201f0bafb1aacd38745b367829efc46c61a461ba1e7d0698aac072307c1f6
authentic,CASIA2/Au/Au_ani_10214.jpg,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\casia_same_domain_100\authentic\authentic_25.jpg,7895a47edd4a7f5a3779d30bd5b81617801fa313b0ed625e044beaa0910faee2
authentic,CASIA2/Au/Au_nat_20018.jpg,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\casia_same_domain_100\authentic\authentic_26.jpg,979a2c0bdc25af34ca84dd7c20f4c78d8f5eda1915d651c552e036ad8169fb3c
authentic,CASIA2/Au/Au_arc_30303.jpg,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\casia_same_domain_100\authentic\authentic_27.jpg,591a0a930739428dbe636752bcbe6063b387b778a750ed48d71ec7ad773f1b64
authentic,CASIA2/Au/Au_pla_30219.jpg,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\casia_same_domain_100\authentic\authentic_28.jpg,2eaa748cda2c0d98ca2e48a45b62576c1a2adc3f5827fe49f4305df63fbd41b2
authentic,CASIA2/Au/Au_nat_30644.jpg,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\casia_same_domain_100\authentic\authentic_29.jpg,43a49aa6b2a93685d01fbb05889beae57ef7fc98a3e71de073bcba4741dad87a
authentic,CASIA2/Au/Au_pla_30099.jpg,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\casia_same_domain_100\authentic\authentic_30.jpg,5c3716fbf1b32d7463201694bb531f5667ccc580eaaf82a6d8bedde12b62dd7e
authentic,CASIA2/Au/Au_nat_00057.jpg,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\casia_same_domain_100\authentic\authentic_31.jpg,2c7de2029dd7563af4b389120850ca7d1c153cf2c57e5eab1d3f39cff2280786
authentic,CASIA2/Au/Au_cha_30094.jpg,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\casia_same_domain_100\authentic\authentic_32.jpg,8cf8c41083f3d7cae1b612b7cf90d275761d0806af1809554b1acf05b2624668
authentic,CASIA2/Au/Au_arc_30480.jpg,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\casia_same_domain_100\authentic\authentic_33.jpg,7f2138bcc97f04c624d1596a1efad24b8cd0f5109ea2a59748e6cf1e34dce762
authentic,CASIA2/Au/Au_cha_30337.jpg,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\casia_same_domain_100\authentic\authentic_34.jpg,075fa842fdd356f66082ab2879d8d863855a653c5d75bc30ff1d0a6deb3c2e67
authentic,CASIA2/Au/Au_nat_30148.jpg,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\casia_same_domain_100\authentic\authentic_35.jpg,b826f9c3889c451a2278d850d8295d7b444a581a31cfa0e3cd3be93d9811187d
authentic,CASIA2/Au/Au_art_10010.jpg,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\casia_same_domain_100\authentic\authentic_36.jpg,f3cb5eb3960da5da264e96b8c46f53e29be6a800e2ac25c8c62315c0fab0f078
authentic,CASIA2/Au/Au_sec_30020.jpg,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\casia_same_domain_100\authentic\authentic_37.jpg,680279b0cd6530b42869bc8e67271e52ad2e80ca056a9a44883ac8ca4cab483d
authentic,CASIA2/Au/Au_sec_30511.jpg,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\casia_same_domain_100\authentic\authentic_38.jpg,3ed325d9c60bacdddc82f2d1152484831c769a565da51c9a11d700aa70090878
authentic,CASIA2/Au/Au_ani_00054.jpg,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\casia_same_domain_100\authentic\authentic_39.jpg,9b644b03f096a04234f618b7c5fb95254cf3f4b907ab3e2fbc539bb50ac5b8de
authentic,CASIA2/Au/Au_pla_30570.jpg,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\casia_same_domain_100\authentic\authentic_40.jpg,5afcbafd27891b681b54e098744bc85eacc5ae49796bab8cbe8cd6839eecc69a
authentic,CASIA2/Au/Au_sec_20091.jpg,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\casia_same_domain_100\authentic\authentic_41.jpg,ac2220c746b920499554b97be9921dee3519247d86db0f7fec6ade056daaee5e
authentic,CASIA2/Au/Au_arc_20083.jpg,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\casia_same_domain_100\authentic\authentic_42.jpg,d703eccdb246acd91d5a558a0dfe69eed34d1a5a4572647f57145a30a6a48d36
authentic,CASIA2/Au/Au_pla_30073.jpg,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\casia_same_domain_100\authentic\authentic_43.jpg,e1073b3f4edd28e5f9ea74817d21ed9ee4cfd1f3e5f8503fd55c16275a6fbda7
authentic,CASIA2/Au/Au_cha_30120.jpg,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\casia_same_domain_100\authentic\authentic_44.jpg,283ff354ed98cc112abba3e4ac65dade8cf9cd7b468881aa86f96ad4ff13adc9
authentic,CASIA2/Au/Au_art_30391.jpg,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\casia_same_domain_100\authentic\authentic_45.jpg,9f0611bf63a41009ec1d3ed1e1c5b44088af2defefc32ddc1cf47b4905d36e83
authentic,CASIA2/Au/Au_art_10008.jpg,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\casia_same_domain_100\authentic\authentic_46.jpg,58ccfcfe3d6bb9c349d2253bc3333e64832a037dd52224e22c7fddc7f4971d4b
authentic,CASIA2/Au/Au_arc_20049.jpg,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\casia_same_domain_100\authentic\authentic_47.jpg,4ef55da1a1111633bb701ef6425d563f1a91c204384aa70e20dca0acf3946973
authentic,CASIA2/Au/Au_arc_30438.jpg,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\casia_same_domain_100\authentic\authentic_48.jpg,5f8ddcb416f72a5ff24b2c7f029d3d66c209295b799b2ad225dad7ac2b7abbbd
authentic,CASIA2/Au/Au_pla_30608.jpg,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\casia_same_domain_100\authentic\authentic_49.jpg,3f37f1e1d91c3f5140d5cec6faf86a70fb948542fbb2319eb718277ad21562b7
authentic,CASIA2/Au/Au_art_30361.jpg,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\casia_same_domain_100\authentic\authentic_50.jpg,f60ab2b19196f9e92741f3065c84152fc91714e81a792a5c711902d745a2d307
forged,CASIA2/Tp/Tp_D_NRN_L_O_sec00043_cha00097_00064.tif,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\casia_same_domain_100\forged\forged_01.tif,5010881a484c281ab0718adbfaba78c5b60e5db19e9313bd6866eb9bf5cd8578
forged,CASIA2/Tp/Tp_D_NRD_L_N_ani10110_art10104_10229.tif,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\casia_same_domain_100\forged\forged_02.tif,f99a93e16072b12c823ae05e16a1b987501f99aa8604e24f50b4277cd61852fc
forged,CASIA2/Tp/Tp_S_NNN_S_B_ind00006_ind00006_00883.tif,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\casia_same_domain_100\forged\forged_03.tif,c459519a1460ef4c66bb0d777c6b212156c9921035b593064276bcf9758aa0a5
forged,CASIA2/Tp/Tp_D_NRD_S_B_sec00010_cha00071_00030.tif,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\casia_same_domain_100\forged\forged_04.tif,38b6e8afa99e773c9d9566d45865cf6abdd397461c3f759c1f5c4cb2ba1e7826
forged,CASIA2/Tp/Tp_S_NNN_M_N_ind00080_ind00080_10667.jpg,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\casia_same_domain_100\forged\forged_05.jpg,d5b113408008da017544bcaaccb0a4fb51f743dbeafd56bef319bd3980e872bf
forged,CASIA2/Tp/Tp_S_NND_S_N_cha00074_cha00074_00394.tif,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\casia_same_domain_100\forged\forged_06.tif,5bb60b3631990fcaaaa3d09171ec698d9e002eef5215c97dc2a2a124429840cb
forged,CASIA2/Tp/Tp_S_NRN_S_N_ind20047_ind20047_02295.tif,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\casia_same_domain_100\forged\forged_07.tif,6907d28050d0809cca9a514c2e7f90f718ada5ffdba7a35fe49cf3008b4eae0e
forged,CASIA2/Tp/Tp_S_CNN_S_N_arc20100_arc20100_01740.tif,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\casia_same_domain_100\forged\forged_08.tif,641cd9c4719ae5850497f64797ef67407cca4020f592f42e154a9c812aff8c81
forged,CASIA2/Tp/Tp_D_NND_M_N_arc00048_arc00086_00268.tif,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\casia_same_domain_100\forged\forged_09.tif,97ea46cfe2c7b2728139bfae1cb488707c028551acd2738b010ad5502608809e
forged,CASIA2/Tp/Tp_S_NNN_S_N_ind00010_ind00010_01308.tif,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\casia_same_domain_100\forged\forged_10.tif,fd4646df7d8181392aec5994f5f786efbb2d0db705c2cc6c36759a246063e2ba
forged,CASIA2/Tp/Tp_S_NRD_S_B_ind00038_ind00038_01329.tif,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\casia_same_domain_100\forged\forged_11.tif,08113ea35808be1d56b6d4081b192571486859009a73f07fcaf30d34f45836b6
forged,CASIA2/Tp/Tp_D_NRN_M_N_cha10207_cha10208_12339.jpg,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\casia_same_domain_100\forged\forged_12.jpg,95ce152a8b78afcb0b786481f65d1c60a3a8e22816fb7297c6268c3c05bec030
forged,CASIA2/Tp/Tp_S_NNN_S_B_cha00089_cha00089_10187.tif,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\casia_same_domain_100\forged\forged_13.tif,0e94a9219d56d3468bc473d03023a73d8d684070b6243b42c6fdde0aa9d71d0a
forged,CASIA2/Tp/Tp_D_NNN_S_N_cha00099_cha00100_00419.tif,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\casia_same_domain_100\forged\forged_14.tif,7a999a56b11c7daf5d71f9105a902ecf28e63b0d95d42c80b0fadf9f774a5a7d
forged,CASIA2/Tp/Tp_S_NRN_M_N_cha00009_cha00009_11156.jpg,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\casia_same_domain_100\forged\forged_15.jpg,188d6507dc965b6a161ecd027ac63dd63e00c200db29ef336ce56a2b20cc9234
forged,CASIA2/Tp/Tp_S_CRD_M_N_sec00016_sec00016_10791.jpg,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\casia_same_domain_100\forged\forged_16.jpg,679315613fadc7ec46eefbea4e1db0369a92ed4702315c6051db02995d28cc52
forged,CASIA2/Tp/Tp_S_NRN_S_N_sec00059_sec00059_11268.jpg,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\casia_same_domain_100\forged\forged_17.jpg,4b6533705244a8e1d6c463b563526dd3f7ccfba2c3bb8565581fcb5d351f02c6
forged,CASIA2/Tp/Tp_S_NNN_M_N_sec00033_sec00033_11276.jpg,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\casia_same_domain_100\forged\forged_18.jpg,430759d15e3d3601577b65bcb7e4683728944078f8cd79c1c7123225f23586bb
forged,CASIA2/Tp/Tp_S_NRN_S_N_arc20072_arc20072_01712.tif,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\casia_same_domain_100\forged\forged_19.tif,6404d8761f89f80cce6b0457dc9dae61274e6617aa01667a225979b38ea8890d
forged,CASIA2/Tp/Tp_D_NRN_S_N_cha00095_cha00051_00415.tif,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\casia_same_domain_100\forged\forged_20.tif,5d0224926d07d32341cd956d26125390983614226d9246a9f03a28b299845938
forged,CASIA2/Tp/Tp_D_NNN_S_B_nat00034_cha00096_00648.tif,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\casia_same_domain_100\forged\forged_21.tif,93dc27ddab0fbe7fb32806c4374e76cd6bf31a2e348d07d6d0d4b2278eed2368
forged,CASIA2/Tp/Tp_D_NNN_L_B_arc00032_nat00095_00252.tif,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\casia_same_domain_100\forged\forged_22.tif,05c4a7037c09efcd69d6eb048c44595a3c01cdc9b9e585898a95891aecdd18b9
forged,CASIA2/Tp/Tp_S_CND_S_N_art20013_art20013_01819.tif,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\casia_same_domain_100\forged\forged_23.tif,894775111ce74d51478d34e8d1c36c2d4f1579aba0b9945caf482007c3356197
forged,CASIA2/Tp/Tp_S_CNN_S_N_txt00041_txt00041_01273.tif,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\casia_same_domain_100\forged\forged_24.tif,4b9220e2357f0253c13f1010d0c48292756fc3a5411146482206535ac5e08894
forged,CASIA2/Tp/Tp_D_NNN_S_N_ind00031_ind00030_00446.tif,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\casia_same_domain_100\forged\forged_25.tif,c77a4b444a0406997ce705cd9a25fe5a1bf20f5def58e488cbede57c05036bd3
forged,CASIA2/Tp/Tp_S_CNN_M_N_arc00064_arc00064_10255.tif,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\casia_same_domain_100\forged\forged_26.tif,555e8fc57c3feed36d25516fc443f7719a7923004f44915e098362895c9f1954
forged,CASIA2/Tp/Tp_D_NRD_S_N_sec00018_cha00063_00039.tif,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\casia_same_domain_100\forged\forged_27.tif,de23687bd76cabbe7b8c7e7a7031495e2a3db6520d771186e90fcd192d7e6424
forged,CASIA2/Tp/Tp_S_NNN_S_B_ind00009_ind00009_00427.tif,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\casia_same_domain_100\forged\forged_28.tif,888377b08f2e7d1f3e8e2f1740ad14b2e3690354ed0a033a5e09c63ef6217a46
forged,CASIA2/Tp/Tp_S_CNN_S_N_nat00043_nat00043_11069.jpg,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\casia_same_domain_100\forged\forged_29.jpg,4b70f2f6df1d7277495d4c11885a01475e9f3418984f5aeb7a13e86084cf30e4
forged,CASIA2/Tp/Tp_S_NNN_S_N_cha10181_cha10181_12296.jpg,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\casia_same_domain_100\forged\forged_30.jpg,d850b0156d9bef3b06033a95e54cb0d9d1a77a516db9e3b7f85ab2c7416f967e
forged,CASIA2/Tp/Tp_S_NNN_S_B_ani00084_ani00084_01257.tif,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\casia_same_domain_100\forged\forged_31.tif,0afcd9e07ef495e49a14b54e24c03e99e22ccf1d2e4225549c375f4479e2bb31
forged,CASIA2/Tp/Tp_D_NRN_S_B_sec00014_cha00089_00034.tif,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\casia_same_domain_100\forged\forged_32.tif,c36b25e2c06a6ced1addb68fdbd798c3ce458d030e5673e55405ef93affdf549
forged,CASIA2/Tp/Tp_S_NNN_S_B_arc20004_arc20004_01457.tif,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\casia_same_domain_100\forged\forged_33.tif,a9855c25b63021e2c9f89585feade86fc02e49a4411e2fde7de217a3674d02dc
forged,CASIA2/Tp/Tp_S_NNN_M_N_ani00078_ani00078_10497.tif,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\casia_same_domain_100\forged\forged_34.tif,48e1a9807cd9b7799da266ecc5e9a5d9c24552cabbbba760ceca10a7ac898e8d
forged,CASIA2/Tp/Tp_D_NRN_S_N_nat10156_ani00031_12018.jpg,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\casia_same_domain_100\forged\forged_35.jpg,ac290552557a997309c43cce7dffe6947cb1f9286be4b1486bf57fd7a21b443c
forged,CASIA2/Tp/Tp_S_CNN_S_N_art00097_art00097_01003.tif,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\casia_same_domain_100\forged\forged_36.tif,689a16d0312093e8d8b82ffaf273fab25051ac86900834312114e2d8a699f770
forged,CASIA2/Tp/Tp_D_NNN_S_B_sec00064_nat00095_00742.tif,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\casia_same_domain_100\forged\forged_37.tif,ffa30cf6edcf59ea9819fa09510b46ffb82f495e67ff50ce356e51e503bf7e89
forged,CASIA2/Tp/Tp_S_NRN_S_N_nat20034_nat20034_01538.tif,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\casia_same_domain_100\forged\forged_38.tif,45cb082d97a1045e7f994277d89fb1b3c19fefca69b05f89b682fc0b8570a419
forged,CASIA2/Tp/Tp_D_NRN_S_N_ani10172_ani10166_12450.jpg,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\casia_same_domain_100\forged\forged_39.jpg,5a53df3d0efc83f7f4c77a407494d485e1a267cf067b22e87b1d6988cf9da7b8
forged,CASIA2/Tp/Tp_S_NRD_S_B_arc00049_arc00049_01077.tif,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\casia_same_domain_100\forged\forged_40.tif,401996b4dd50c9275fb05895b16ee0cea64984a7e283d30af82ad0b579de850c
forged,CASIA2/Tp/Tp_S_CNN_M_N_nat00093_nat00093_10587.jpg,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\casia_same_domain_100\forged\forged_41.jpg,e6dd715a6f34b4919011f17ca33bf57b5422ac179ca8ed204287c0008a83bbe7
forged,CASIA2/Tp/Tp_D_NRN_S_B_sec00024_pla00022_20077.jpg,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\casia_same_domain_100\forged\forged_42.jpg,8a87599ac0d692a87b5170ab2650b846ffb6fc280d941e3accac2e6b45c9392b
forged,CASIA2/Tp/Tp_S_NNN_S_N_ind00040_ind00040_10880.jpg,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\casia_same_domain_100\forged\forged_43.jpg,89ea1f0c66b469ab503fb651b78ba50d0882149ca7b8cf33916ab7eab9c35336
