expected_label,demo_filename,demo_local_path,local_path,zip_member,cnn_pred_label,cnn_p_authentic,cnn_p_forged,hybrid_pred_label,hybrid_p_forged,hybrid_confidence,active_release,feature_schema_version,demo_pred_label,demo_confidence_percent
forged,forged_01.jpg,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\demo_pack\selected_good_cases\forged\forged_01.jpg,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\casia_same_domain_100\forged\forged_42.jpg,CASIA2/Tp/Tp_D_NRN_S_B_sec00024_pla00022_20077.jpg,forged,0.2412116825580597,0.7587883174419403,forged,0.9948420699008506,0.9948420699008506,run_20260306_055001,hybrid_v3_casia_columbia,forged,91.82
forged,forged_02.jpg,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\demo_pack\selected_good_cases\forged\forged_02.jpg,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\casia_same_domain_100\forged\forged_20.tif,CASIA2/Tp/Tp_D_NRN_S_N_cha00095_cha00051_00415.tif,authentic,0.5147667527198792,0.48523324728012085,forged,0.9821802314523995,0.9821802314523995,run_20260306_055001,hybrid_v3_casia_columbia,forged,86.93
forged,forged_03.jpg,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\demo_pack\selected_good_cases\forged\forged_03.jpg,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\casia_same_domain_100\forged\forged_29.jpg,CASIA2/Tp/Tp_S_CNN_S_N_nat00043_nat00043_11069.jpg,forged,0.24254953861236572,0.7574504613876343,forged,0.9756612697856649,0.9756612697856649,run_20260306_055001,hybrid_v3_casia_columbia,forged,69.82
forged,forged_04.jpg,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\demo_pack\selected_good_cases\forged\forged_04.jpg,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\casia_same_domain_100\forged\forged_24.tif,CASIA2/Tp/Tp_S_CNN_S_N_txt00041_txt00041_01273.tif,forged,0.45687758922576904,0.543122410774231,forged,0.9691442475872276,0.9691442475872276,run_20260306_055001,hybrid_v3_casia_columbia,forged,73.23
forged,forged_05.jpg,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\demo_pack\selected_good_cases\forged\forged_05.jpg,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\casia_same_domain_100\forged\forged_15.jpg,CASIA2/Tp/Tp_S_NRN_M_N_cha00009_cha00009_11156.jpg,forged,0.22160005569458008,0.7783999443054199,forged,0.9488429198783491,0.9488429198783491,run_20260306_055001,hybrid_v3_casia_columbia,forged,91.73
forged,forged_06.jpg,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\demo_pack\selected_good_cases\forged\forged_06.jpg,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\casia_same_domain_100\forged\forged_49.tif,CASIA2/Tp/Tp_D_NNN_M_N_art00088_txt00098_10326.tif,forged,0.22671398520469666,0.7732860147953033,forged,0.9264283164628169,0.9264283164628169,run_20260306_055001,hybrid_v3_casia_columbia,forged,82.04
forged,forged_07.jpg,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\demo_pack\selected_good_cases\forged\forged_07.jpg,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\casia_same_domain_100\forged\forged_11.tif,CASIA2/Tp/Tp_S_NRD_S_B_ind00038_ind00038_01329.tif,forged,0.34203773736953735,0.6579622626304626,forged,0.8999912021731471,0.8999912021731471,run_20260306_055001,hybrid_v3_casia_columbia,forged,73.33
forged,forged_08.jpg,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\demo_pack\selected_good_cases\forged\forged_08.jpg,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\casia_same_domain_100\forged\forged_31.tif,CASIA2/Tp/Tp_S_NNN_S_B_ani00084_ani00084_01257.tif,authentic,0.630347728729248,0.36965227127075195,forged,0.88241696339949,0.88241696339949,run_20260306_055001,hybrid_v3_casia_columbia,forged,91.79
forged,forged_09.jpg,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\demo_pack\selected_good_cases\forged\forged_09.jpg,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\casia_same_domain_100\forged\forged_22.tif,CASIA2/Tp/Tp_D_NNN_L_B_arc00032_nat00095_00252.tif,forged,0.31763267517089844,0.6823673248291016,forged,0.8816694287215715,0.8816694287215715,run_20260306_055001,hybrid_v3_casia_columbia,forged,71.70
forged,forged_10.jpg,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\demo_pack\selected_good_cases\forged\forged_10.jpg,E:\Freelance\Research\D11_9_2025_Image_fixed_Detect\Project\T07FakeMediaDetect\sample_sets\casia_same_domain_100\forged\forged_14.tif,CASIA2/Tp/Tp_D_NNN_S_N_cha00099_cha00100_00419.tif,forged,0.22922301292419434,0.7707769870758057,forged,0.8814231887857766,0.8814231887857766,run_20260306_055001,hybrid_v3_casia_columbia,forged,93.12
